budget_code,description,approved_amount,zone_text,budget_type
2202010104,طراحی، تامین و توسعه منابع ذخیره‌سازی مرکز داده,0,20 مرکزي,capital
2202010106,افزایش ظرفیت سیستم ذخیره ساز نظارت تصویری,100000000000,20 مرکزي,capital
2202010107,افزایش کارایی سیستم ذخیره سازی متمرکز مرکز داده شهرداری اصفهان در سال 1403,200000000000,20 مرکزي,capital
2202010108,طراحی، تامین و توسعه منابع ارتباطی مرکز داده,0,20 مرکزي,capital
2202010109,طراحی، تامین و توسعه تاسیسات مرکز داده,0,20 مرکزي,capital
2202010110,طراحی مرکز عملیات شهر هوشمند,0,20 مرکزي,capital
22020102,مرکز داده پشتیبان,0,20 مرکزي,capital
2202010201,مرکز داده پشتیبان,0,20 مرکزي,capital
22030001,تجهیزات حفاظتی، ارتباطی و بی سیم,32170000000,20 مرکزي,capital
2203000101,تجهیزات حفاظتی، ارتباطی و بی سیم,32170000000,20 مرکزي,capital
22090001,لوازم فنی و تجهیزات,251600000000,20 مرکزي,capital
2209000101,لوازم فنی و تجهیزات,108600000000,20 مرکزي,capital
2209000103,خرید تجهیزات آزمایشگاه مکانیک خاک,50000000000,20 مرکزي,capital
2209000104,خرید دستگاه حفاری آزمایشگاه,50000000000,20 مرکزي,capital
2209000105,تجهیزات پایگاه پشتیبانی و مدیریت بحران,3000000000,20 مرکزي,capital
2209000106,تجهیزات روابط عمومی,40000000000,20 مرکزي,capital
23010101,سامانه های نرم افزاری و اطلاعات مکانی,700000000000,20 مرکزي,capital
2301010101,سامانه های نرم افزاری و اطلاعات مکانی,5300000000,20 مرکزي,capital
2301010102,عکسبرداری هوایی شهر اصفهان و تهیه True Orthophoto,77870000000,20 مرکزي,capital
2301010103,تأمین سامانه مدیریت تعمیرات و نگهداری معاونت عمران,12200000000,20 مرکزي,capital
2301010104,سامانه مدیریت حوادث و اطفا حریق,19300000000,20 مرکزي,capital
2301010105,تکمیل پارسل های موجود در سیستم سرا در مناطق فاقد محدوده ملک -مناطق 3 و 10,10980000000,20 مرکزي,capital
2301010107,ممیزی و برداشت اطلاعات املاک بصورت بلوکی,0,20 مرکزي,capital
2301010108,برداشت اطلاعات مکانی و توصیفی ساختمان های شهرداری,0,20 مرکزي,capital
2301010109,توسعه زیرساخت شبکه  RTK-GPS شهر اصفهان,8440000000,20 مرکزي,capital
2301010112,نظارت بر  تبدیل نقشه پایه فتوگرامتری به مقیاس 1:1000  از تصاویر هوایی سال 1402 و تعیین کاربری اراضی ,0,20 مرکزي,capital
2301010115,توسعه زیرساخت اطلاعات مکانی شهر اصفهان (SDI),2295000000,20 مرکزي,capital
2301010116,بازطراحی سامانه ثبت عملکرد و آمار سازمان پارکها و فضای سبز,0,20 مرکزي,capital
2301010117,بازطراحی سامانه هوشمند و مکانمند قراردادهاي معاونت خدمات شهری,400000000,20 مرکزي,capital
2301010118,سامانه فرماندهی ستاد معاونت خدمات شهری شهرداری اصفهان,400000000,20 مرکزي,capital
2301010121,توسعه وب سایت ها,2600000000,20 مرکزي,capital
2301010122,توسعه فاوا دسک,400000000,20 مرکزي,capital
2301010123,توسعه نرم افزار آزمایشگاه خاک بتن آسفالت,0,20 مرکزي,capital
2301010124,تهیه زیرساخت اطلاعات مکانی شهر اصفهان (SDI) -فاز دو(تهیه سامانه  ژیوپرتال شهر اصفهان با رویکرد مدیری,6870000000,20 مرکزي,capital
2301010126,توسعه نرم افزارهای نامگذاری معابر و خدمات مکانمند اپلیکشن اصفهان من به همراه بروزرسانی اطلاعات مکانی,20000000000,20 مرکزي,capital
2301010128,سامانه ثبت گزارش روزانه ایستگاه‌های سازمان آتش نشانی,2300000000,20 مرکزي,capital
2301010129,تامين نرم افزار مديريت وسايل نقليه و تخصيص خودرو به کارکنان,9280000000,20 مرکزي,capital
2301010130,توسعه نرم افزار نظارت بر حفاریها,0,20 مرکزي,capital
2301010132,نظارت و تحویل گیری سرای 10,40000000000,20 مرکزي,capital
2301010133,توسعه  پرتال و وب سایت ها مبتنی بر دروپال 10,0,20 مرکزي,capital
2301010134,تامین سیستم VOIP(مرکز تماس) جدید 137,600000000,20 مرکزي,capital
2301010135,تامین سیستم مدیریت فرآیند (BPMS),2200000000,20 مرکزي,capital
2301010137,سامانه مکانیزه پیشگیری و رفع تخلفات شهری,1600000000,20 مرکزي,capital
2301010139,سامانه نظارت مکانیزه بر فرآیند صدور  و اجرای دستور كار در سازمان پاركها و فضاي سبز,0,20 مرکزي,capital
2301010143,سامانه یکپارچه نگهداری و تعمیرات (نت) شهرداری,0,20 مرکزي,capital
2301010145,ممیزی املاک واقع در بافت تاریخی منطقه 3 شهرداری اصفهان,2000000000,20 مرکزي,capital
2301010147,طبقه بندی و مرتب سازی عکس های هوایی قدیمی شهر اصفهان,14960000000,20 مرکزي,capital
2301010148,بازطراحی و تولید سامانه گردش امور مالی شهرداری,400000000,20 مرکزي,capital
2301010149,تأمین سامانه مدیریت بحران,400000000,20 مرکزي,capital
2301010151,تامین سامانه مدیریت ارسال و دریافت پیامک,2000000000,20 مرکزي,capital
2301010154,نظارت بر عکسبرداری هوایی شهر اصفهان و تهیه True Orthophoto,15820000000,20 مرکزي,capital
2301010155,سامانه وب جی اس  عکس های هوایی قدیمی و نقشه های ارگانیک  شهر اصفهان,2500000000,20 مرکزي,capital
2301010157,تصویربرداری 360 درجه، تهیه مدل سه بعدی بر اساس تصویر برداری با پهپاد و تبدیل نقشه فتوگرامتری محدوده ,20430000000,20 مرکزي,capital
2301010158,تامین سکوی (پلتفرم) فروشگاهی,10850000000,20 مرکزي,capital
2301010161,بروزرسانی اطلاعات مکانی و توصیفی و نامگذاری معابر,17560000000,20 مرکزي,capital
2301010162,تکمیل پارسل های موجود در سیستم سرا در مناطق فاقد ملک و کد نوسازی- مناطق 7، 14 و 15,2000000000,20 مرکزي,capital
2301010163,تامین نرم افزار  کمسیون ماده  38,5000000000,20 مرکزي,capital
2301010164,ترسیم و نظارت بر برداشت اطلاعات فضای سبز مناطق همراه با قطعه بندی محدوده های فضای سبز در سال 1403-14,1000000000,20 مرکزي,capital
2301010167,ارائه راهکارهای فنی در خصوص پایگاه داده زیرساخت و سامانه های اطلاعات مکانی در سال 1403-1404,0,20 مرکزي,capital
2301010171,تامین سامانه جدید اسکن و آرشیو اسناد,0,20 مرکزي,capital
2301010172,سامانه جدید تولید فرآیند (جایگزین QPR),0,20 مرکزي,capital
2301010173,سامانه یکپارچه آتش نشانی,0,20 مرکزي,capital
2301010179,به روزرسانی نقشه های پایه شهر اصفهان با تاکید بر فعالیت های مرتبط با شهرسازی(صدور پروانه، پایان کار),40200000000,20 مرکزي,capital
2301010181,ترسیم و بازنگری در خطوط قیمت منطقه بندی شهر اصفهان,23180000000,20 مرکزي,capital
2301010184,انجام خدمات و توسعه موردی درخصوص نرم افزارهای مورد استفاده شهرداری,202685000000,20 مرکزي,capital
2301010187,ترازیابی دقیق رینگ چهار شهر اصفهان,32160000000,20 مرکزي,capital
2301010192,ترسیم و اصلاح مرز قطعات و اطلاعات آماری فضای سبز در مناطق 15 گانه,22910000000,20 مرکزي,capital
23010102,توسعه زیرساخت های شهرهوشمند- شبکه و ارتباطات,1400000000000,20 مرکزي,capital
2301010201,توسعه زیرساخت های شهرهوشمند- شبکه و ارتباطات,340000000000,20 مرکزي,capital
2301010204,بازطراحی و ایجاد تمرکز و اعمال سیاست های امنیتی در شبکه های محلی (مرکزی، معاونت ها و مناطق),190000000000,20 مرکزي,capital
2301010205,تجهیزات شبکه و ارتباطات مجتمع آیینه شهر,30000000000,20 مرکزي,capital
2301010207,سامانه مدیریت اعلان صوتی شهرداری اصفهان  (تامین تجهیزات و انجام عملیات پسیو),0,20 مرکزي,capital
2301010208,توسعه زیرساخت اطلاعاتی شهر هوشمند,0,20 مرکزي,capital
2301010210,هوشمندسازی سرویس های حوزه خدمات شهری,0,20 مرکزي,capital
2301010211,هوشمندسازی سرویس های حوزه ترافیک,0,20 مرکزي,capital
2301010212,توسعه و پشتیبانی سامانه پارکینگ هوشمند,0,20 مرکزي,capital
23010103,هوشمندسازی و خدمات الکترونیکی,765000000000,20 مرکزي,capital
2301010302,هوشمندسازی آبیاری فضای سبز باغ گل ها,4400000000,20 مرکزي,capital
2301010303,شهرسازی الکترونیک-سامانه اصنو,100000000000,20 مرکزي,capital
2301010304,توسعه ابزارهای مبتنی بر هوش مصنوعی در مدیریت شهری,0,20 مرکزي,capital
2301010306,شناسایی هوشمند باغات در حال تخریب در شهر اصفهان با استفاده از سریهای زمانی و تصاویر ماهواره‌ای,18300000000,20 مرکزي,capital
2301010307,استخراج هوشمند متون (OCR),0,20 مرکزي,capital
2301010308,تامین سامانه شناسایی هوشمند ساخت و ساز‌های جدید با استفاده از تصاویر ماهواره‌ای,18300000000,20 مرکزي,capital
2301010309,مدیریت هوشمند معاینه فنی خودرو,25000000000,20 مرکزي,capital
2301010310,استخراج داده های ترافیکی و حمل و نقلی از تصاویر دوربین ها مبتنی بر روش های پردازش تصویر و هوش مصنوعی,10000000000,20 مرکزي,capital
2301010312,تجهیز ناوگان خطوط BRT به سامانه اعلام صوتی نام ایستگاه,12000000000,20 مرکزي,capital
2301010314,اتصال سیستم اعلام حریق ساختمان های شهرداری به ستاد فرماندهی سازمان آتش نشانی,10000000000,20 مرکزي,capital
2301010316,تامین و توسعه زیرساخت اطلاعاتی شهر هوشمند,80000000000,20 مرکزي,capital
2301010317,ارزیابی و مدیریت هوشمند آبیاری در پارک ها و فضای سبز شهر اصفهان با استفاده از تصاویر ماهواره ای,18300000000,20 مرکزي,capital
2301010318,هوشمندسازی آبیاری فضای سبز منطقه 3,5530000000,20 مرکزي,capital
2301010320,مدیریت و مسیریابی هوشمند ناوگان (باری  و خدمات شهری) با استفاده از هوش مصنوعی,0,20 مرکزي,capital
2301010322,طراحی، تولید و پیاده‌سازی سامانه باعنوان API Data Integrator,0,20 مرکزي,capital
2301010325,تامین و نصب پایه روشنایی برای دوربین های BRT,10000000000,20 مرکزي,capital
2301010327,تصویربرداری ۳۶۰ درجه، تهیه مدل سه بعدی بر اساس تصویر برداری با پهپاد و تبدیل نقشه فتوگرامتری,0,20 مرکزي,capital
2301010328,سامانه جمع آوری پسماندهای جز ساختمانی (BOX),12000000000,20 مرکزي,capital
2301010330,داده کاوی و تحلیل  و پایش اطلاعات,0,20 مرکزي,capital
2301010331,فرهنگنامه داده هاي حمل و نقل و ترافيك (توصيفي و مكاني) و شناسایی و مدلسازی موجودیت های لایه Master D,0,20 مرکزي,capital
2301010332,تشخیص اراضی با استفاده پایش تصاویر به کمک هوش مصنوعی,2000000000,20 مرکزي,capital
2301010333,تصویربرداری 360 درجه معابر 15 گانه شهر اصفهان,3880000000,20 مرکزي,capital
2301010334,تهیه نقشه های سه بعدی و 360 درجه بافت تاریخی اصفهان,5000000000,20 مرکزي,capital
2301010335,ساماندهی، آماده سازی و پردازش داده ها در پایگاه داده مکانی در سال 1403-1404,10000000000,20 مرکزي,capital
2301010336,نظارت بر اختصاص، تهیه و نصب پلاک های آبی و QR هوشمند در مناطق( 2-6-7-9-11-14) و (1-3-4-5-13-15),15000000000,20 مرکزي,capital
2301010337,هوشمندسازی تقاطع ها (اجرا و اصلاح سنسورهای القایی),6500000000,20 مرکزي,capital
2301010338,احصاء، مدلسازی، بهبود و مستندسازی کامل فرآیندها و مستندسازی سرویس های کسب وکار موضوعات حمل و نقل و ت,0,20 مرکزي,capital
2301010339,مشاوره و طراحي سيستم هاي هوشمند حمل و نقل اصفهان,0,20 مرکزي,capital
2301010340,تحلیل عدالت مکانی با استفاده از داده‌های GIS و هوش مصنوعی در راستای تخصیص بهینه منابع و طرح های توسع,0,20 مرکزي,capital
2301010341,تهیه سامانه اصناف، دستگاه‌های اجرایی و مشاغل شهری جهت تسری ارائه خدمات بر پایه QR هوشمند پلاک‌های آب,11570000000,20 مرکزي,capital
2301010342,سامانه یکپارچه مدیریت نخاله های ساختمانی,0,20 مرکزي,capital
2301010344,طراحی اتاق جلسات، نمایشگاه و موزه مجازی با رویکرد واقعیت مجازی,9150000000,20 مرکزي,capital
2301010346,نرم افزار تبدیل سامانه نظارت تصویری به ثبت تخلف,0,20 مرکزي,capital
2301010347,سامانه جامع تاکسیرانی,0,20 مرکزي,capital
2301010349,طراحی ساز و کار جوائز در باشگاه شهروندی,0,20 مرکزي,capital
2301010352,پیاده سازی سامانه زمانبندی و مهندسی خطوط اتوبوسرانی اصفهان,2300000000,20 مرکزي,capital
2301010353,سامانه مدیریت املاک مکان مبنا,0,20 مرکزي,capital
2301010354,برداشت میدانی تجهیزات ترافيكي معاونت حمل و نقل و ترافیک در مناطق پانزدهگانه,0,20 مرکزي,capital
23010104,ارتقای امنیت فناوری اطلاعات و ارتباطات,800000000000,20 مرکزي,capital
2301010405,بازطراحی و ایجاد تمرکز و اعمال سیاست های امنیتی در شبکه های محلی,0,20 مرکزي,capital
2301010406,تامین تجهیزات پشتیبان مرکز داده و شبکه شهرداری اصفهان,0,20 مرکزي,capital
26010103,تملک مسیر بلوار جانبازان حدفاصل دولت آباد تا خیابان فرزانگان,0,20 مرکزي,capital
2601010301,تملک مسیر بلوار جانبازان حدفاصل دولت آباد تا خیابان فرزانگان,0,20 مرکزي,capital
26010104,تملک کمکی خيابان امام خمینی(ره),100000000000,20 مرکزي,capital
2601010401,تملک کمکی خيابان امام خمینی(ره),100000000000,20 مرکزي,capital
26010105,تملک خیابان 45 متری غرب (كمكي خرازي),40000000000,20 مرکزي,capital
2601010501,تملک خیابان 45 متری غرب (كمكي شهید  خرازي),40000000000,20 مرکزي,capital
26010107,تملک پایانه‌ها و پارک سوار,40000000000,20 مرکزي,capital
2601010701,تملک پایانه‌ها و پارک سوار,40000000000,20 مرکزي,capital
26010108,تملک  فضای سبز بین النهرین ( کارگاه های موزاییک سازان),0,20 مرکزي,capital
2601010801,تملک  فضای سبز بین النهرین ( کارگاه های موزاییک سازان),0,20 مرکزي,capital
26010111,تملک کمربندی شمال منطقه 15,600000000000,20 مرکزي,capital
2601011101,تملک کمربندی شمال منطقه 15,600000000000,20 مرکزي,capital
26010112,تملک پارک ظهرآبادی,600000000000,20 مرکزي,capital
2601011201,تملک پارک ظهرآبادی,600000000000,20 مرکزي,capital
26010114,تملک رمپ خروجی خیابان امام خمینی(ره),0,20 مرکزي,capital
2601011401,تملک رمپ خروجی خیابان امام خمینی(ره),0,20 مرکزي,capital
27010001,حقوق و امتیازات,700000000,20 مرکزي,capital
2701000101,حقوق و امتیازات,700000000,20 مرکزي,capital
2103000101,ساماندهی آبنماها و مرمت المان ها و نمادها,680000000,15 منطقه پانزده,capital
21030002,اقدامات اصلاحی ناشی از ممیزی انرژی در تاسیسات و تجهیزات,500000000,15 منطقه پانزده,capital
2103000201,اقدامات اصلاحی ناشی از ممیزی انرژی در تاسیسات و تجهیزات,500000000,15 منطقه پانزده,capital
21030004,نصب پلاک‌های شهرداری و شماره‌گذاری معابر,7000000000,15 منطقه پانزده,capital
2103000401,نصب پلاک‌های شهرداری و شماره‌گذاری معابر,7000000000,15 منطقه پانزده,capital
2103000602,احداث شبکه روشنایی حاشیه خیابان توحید,12000000000,15 منطقه پانزده,capital
2103000603,احداث شبکه روشنایی بوستان محله خاتون آباد,3000000000,15 منطقه پانزده,capital
2103000604,احداث شبکه روشنائی لچکی فضای سبز ابتدای بلوار ارغوانیه ، بعد از کلانتری 23,4000000000,15 منطقه پانزده,capital
2103000605,احداث شبکه روشنایی بوستان مطهری,9000000000,15 منطقه پانزده,capital
2103000606,احداث شبکه روشنایی محوطه ساختمان شهرداری منطقه,4000000000,15 منطقه پانزده,capital
2103000607,احداث شبکه روشنایی پارک شورا,0,15 منطقه پانزده,capital
21030008,حذف گونه های گیاهی پرنیاز آب و جایگزینی با گونه های مناسب,7900000000,15 منطقه پانزده,capital
2103000801,حذف گونه های گیاهی پرنیاز آب و جایگزینی با گونه های مناسب,7900000000,15 منطقه پانزده,capital
21030009,نصب نقشه خطوط و برنامه زمانبندی اتوبوس ها,100000000,15 منطقه پانزده,capital
2103000901,نصب نقشه خطوط و برنامه زمانبندی اتوبوس ها,100000000,15 منطقه پانزده,capital
2103001004,تجهیز حسینیه‌ها جهت بهره‌برداری ورزشی تفریحی,12000000000,15 منطقه پانزده,capital
2103001502,نگهداری تاسیسات ساختمان های شهرداری,950000000,15 منطقه پانزده,capital
2103001605,احداث مجموعه بازی و کف پوش پارک الفت,0,15 منطقه پانزده,capital
2103001606,احداث مجموعه بازی و کف پوش پارک برج کبوتر,0,15 منطقه پانزده,capital
2103001607,خرید و نصب کف پوش پارک سلمان,0,15 منطقه پانزده,capital
21030018,خرید پساب,1500000000,15 منطقه پانزده,capital
2103001801,خرید پساب,1500000000,15 منطقه پانزده,capital
21030019,حفر، لایروبی کف‌شکنی و تجهیز چاه فضای سبز,17750000000,15 منطقه پانزده,capital
2103001901,حفر، لایروبی کف‌شکنی و تجهیز چاه فضای سبز,17750000000,15 منطقه پانزده,capital
21030020,شبکه آبیاری و توزیع آب,1410000000,15 منطقه پانزده,capital
2103002001,شبکه آبیاری و توزیع آب,210000000,15 منطقه پانزده,capital
21030021,ساماندهی پارک و قطعات فضای سبز,11560000000,15 منطقه پانزده,capital
2103002101,ساماندهی پارک و قطعات فضای سبز,1050000000,15 منطقه پانزده,capital
2103002102,ساماندهی پارک برج کبوتر,1400000000,15 منطقه پانزده,capital
2103002103,ساماندهی پارک ابر,1850000000,15 منطقه پانزده,capital
2103002104,ساماندهی پارک کوثر,3310000000,15 منطقه پانزده,capital
2103002105,ساماندهی رفیوژ میانی خیابان جی شرقی,2000000000,15 منطقه پانزده,capital
2103002106,باز آفرینی پارک سلمان,0,15 منطقه پانزده,capital
21030025,تعمیر و نگهداری معابر و ابنیه شهری,46000000000,15 منطقه پانزده,capital
2103002501,تعمیر و نگهداری معابر و ابنیه شهری,36000000000,15 منطقه پانزده,capital
21030027,مبلمان ایستگاه اتوبوس شهری,6900000000,15 منطقه پانزده,capital
2103002701,مبلمان ایستگاه اتوبوس شهری,6900000000,15 منطقه پانزده,capital
2103002802,احداث مجموعه ورزشی سرپوشیده در محله ارداجی,0,15 منطقه پانزده,capital
2103002805,مبلمان شهری در سطح منطقه,0,15 منطقه پانزده,capital
21030030,طرح‌های ترافیکی تابلوهای انتظامی، اطلاعاتی و راهنمای مسیر,9300000000,15 منطقه پانزده,capital
2103003001,طرح‌های ترافیکی تابلوهای انتظامی، اطلاعاتی و راهنمای مسیر,9300000000,15 منطقه پانزده,capital
21030031,نوسازی سازه های فرسوده راهنمای مسیر,5000000000,15 منطقه پانزده,capital
2103003101,نوسازی سازه های فرسوده راهنمای مسیر,5000000000,15 منطقه پانزده,capital
21030032,هوشمندسازی تقاطع ها,9230000000,15 منطقه پانزده,capital
2103003201,هوشمندسازی تقاطع ها,9230000000,15 منطقه پانزده,capital
21030033,نصب چراغ راهنمایی ترافیکی سطح منطقه,10600000000,15 منطقه پانزده,capital
2103003301,نصب چراغ راهنمایی ترافیکی سطح منطقه,10600000000,15 منطقه پانزده,capital
21030035,بند 14 و ماده 110 قانون شهرداری,6000000000,15 منطقه پانزده,capital
2103003501,بند 14 و ماده 110 قانون شهرداری,6000000000,15 منطقه پانزده,capital
21030036,حفر و تنقیه چاه‌های آب باران,5500000000,15 منطقه پانزده,capital
2103003601,حفر و تنقیه چاه‌های آب باران,5500000000,15 منطقه پانزده,capital
21030037,احداث آبراهه و کانیو,4100000000,15 منطقه پانزده,capital
2103003701,احداث آبراهه و کانیو,4100000000,15 منطقه پانزده,capital
21030039,واکاری درختان,6000000000,15 منطقه پانزده,capital
2103003901,واکاری درختان,6000000000,15 منطقه پانزده,capital
21030043,تهيه و نصب پلاك پستي_x000D_,100000000000,15 منطقه پانزده,capital
2103004301,تهيه و نصب پلاك پستي,100000000000,15 منطقه پانزده,capital
21030120,احداث منبع آب خیابان بسیج,10000000000,15 منطقه پانزده,capital
2103012001,احداث منبع آب خیابان بسیج,10000000000,15 منطقه پانزده,capital
2103024610,احداث دیوار کارخانه قند در خیابان بسیج,0,15 منطقه پانزده,capital
2103024611,ساماندهی مسیر حلقه چهارم ترافیکی و معابر منتهی,0,15 منطقه پانزده,capital
2103024618,تکمیل احداث پارک خیابان لاله,3000000000,15 منطقه پانزده,capital
2103024620,بهسازی پیاده رو های پارک های  الهیه ، کوثر و جی شیر,25000000000,15 منطقه پانزده,capital
2103024621,ساماندهی ساختمان اداره خدمات شهری، منطقه,8000000000,15 منطقه پانزده,capital
2103024626,احداث محوطه چند منظوره  محله جی شیر - بلوار آب,6000000000,15 منطقه پانزده,capital
2103024627,احداث محوطه چند منظوره محله قلعه نو,5000000000,15 منطقه پانزده,capital
2103024628,احداث خيابان بهار 7,20000000000,15 منطقه پانزده,capital
2103024630,احداث محوطه چند منظوره همدانیان محله شهید رجائی,5000000000,15 منطقه پانزده,capital
2103024633,سرویس بهداشتی پرتابل ارغوانیه,4000000000,15 منطقه پانزده,capital
2103024640,احداث جایگاه شارژ خودرو برقی,0,15 منطقه پانزده,capital
2103024642,اصلاح کانال های روباز دفع آبهای سطحی ضلع جنوب خیابان جی قبل از بلوار آب,0,15 منطقه پانزده,capital
2103024644,پل بتنی دوربرگردان بلوارآب محدوده محله قلعه برتیانچی,0,15 منطقه پانزده,capital
2103024645,تملک و بازگشایی گلوگاه های بافت محلات,190000000000,15 منطقه پانزده,capital
2103024646,خرید (تعویض) ایستگاههای سیار بازیافت-خیابان اریسون,0,15 منطقه پانزده,capital
2103024647,احداث زمین ورزشی روباز کنگاز,0,15 منطقه پانزده,capital
2103024648,پياده روسازي خيابان جي غربي (از توحيد تا فلكه خوراسگان),0,15 منطقه پانزده,capital
2103024649,پياده روسازي خيابان جي شرقي از فلكه خوارسگان تا مالك اشتر,0,15 منطقه پانزده,capital
2103024650,تملک فضای سبز پارک محله خیادان,90000000000,15 منطقه پانزده,capital
2103024651,فضای سبز پارک محله سنجوانمره,8000000000,15 منطقه پانزده,capital
2103024655,احداث سرویس بهداشتی ورودی شهرک مروارید ( پارک سلمان),10000000000,15 منطقه پانزده,capital
2103024659,بهسازی زیر گذر میدان امام خمینی(ره),0,15 منطقه پانزده,capital
2103024663,تملک و بازگشایی گلوگاه های ترافیکی سطح منطقه,0,15 منطقه پانزده,capital
2103024665,نرده گذاري رفیوژ وسط مسير BRT,0,15 منطقه پانزده,capital
2103024669,مکانیزه سازی پل عابر پیاده ایستگاه دانشسرا,5000000000,15 منطقه پانزده,capital
2103024677,ساماندهی رفیوژ میانی جاده اندوان,5000000000,15 منطقه پانزده,capital
2103024679,پیاده رو سازی خيابان ابوذر,30000000000,15 منطقه پانزده,capital
2103024681,احداث چاه جذبی و کانال دفع آبهای سطحی و کانیو در سطح منطقه,20000000000,15 منطقه پانزده,capital
2103024682,تكمیل و ساخت زيرزمين فرهنگسراي اوليا جهت سالن ورزشي,5000000000,15 منطقه پانزده,capital
2103024702,تملک و بازگشایی گلوگاه ها و روان بخشی بافت محله ابر,0,15 منطقه پانزده,capital
2103024703,ساماندهی فضاهای نا امن و بی دفاع از طریق ماده 110 و ماده 55 بند 14 قانون شهرداری ها محله ارغوانيه,10000000000,15 منطقه پانزده,capital
2103024708,بازيكده كودك محله ارغوانيه,8000000000,15 منطقه پانزده,capital
2103024710,احداث محوطه چند منظوره محله ارغوانیه,7000000000,15 منطقه پانزده,capital
2103024712,آسفالت و جدول گذاری معابر اصلی ارغوانیه,100000000000,15 منطقه پانزده,capital
2103024715,آسفالت و جدول گذاری خیابان امام خمینی محله خاتون آباد,25000000000,15 منطقه پانزده,capital
2103024717,تملک و بازگشایی گلوگاه های محله خاتون آباد,15000000000,15 منطقه پانزده,capital
2103024718,ساماندهی محور پل آجر عالی تا ورودی محله گیان,0,15 منطقه پانزده,capital
2103024719,آسفالت معابر فرعی محله گیان,0,15 منطقه پانزده,capital
2103024721,تملک و بازگشایی گلوگاه های محله هیستان,10000000000,15 منطقه پانزده,capital
2103024722,احداث پارك و زمين ورزشي روباز در محله ارغوانيه خیابان فرهنگ,50000000000,15 منطقه پانزده,capital
2103024722,تملک پارك و زمين ورزشي روباز در محله ارغوانيه خیابان فرهنگ,0,15 منطقه پانزده,capital
2103024723,بهسازی پیاده رو معابر داخلی بلوار ارغوانیه,10000000000,15 منطقه پانزده,capital
2103024724,آسفالت معابر فرعی سنجوانمره,0,15 منطقه پانزده,capital
2103024727,ساماندهی فضاهای نا امن و بی دفاع از طریق ماده 110 و ماده 55 بند 14 قانون شهرداری ها  محله خاتون آباد,5000000000,15 منطقه پانزده,capital
2103024729,ساماندهی فضاهای نا امن و بی دفاع از طریق ماده 110 و ماده 55 بند 14 قانون شهرداری ها  محله هیستان,5000000000,15 منطقه پانزده,capital
2103024731,احداث چاه جذبی و کانال دفع آبهای سطحی و کانیو معابر محله ارغوانیه,50000000000,15 منطقه پانزده,capital
2103024732,فضاي سبز مركزي شهرك الهيه محله ارغوانیه,15000000000,15 منطقه پانزده,capital
2103024733,ساماندهی مادی راران  (با تاکید بر افزایش نفوذپذیری بستر),3500000000,15 منطقه پانزده,capital
2103024734,احداث زمین ورزشی روباز خیابان امام زاده شاه قاضی محله خاتون آباد,10000000000,15 منطقه پانزده,capital
2103024735,ساماندهی پارک محلی سنجوانمره,0,15 منطقه پانزده,capital
2103024736,آرام سازی ترافيكي بافت محلی محله ابر,0,15 منطقه پانزده,capital
2103024737,ایجاد معبر عرضی اتصال خیابان اطشاران به ابر,0,15 منطقه پانزده,capital
2103024738,ایجاد معبر عرضی اتصال خیابان لاله به ابر,0,15 منطقه پانزده,capital
2103024739,آسفالت معابر فرعی محله ابر,0,15 منطقه پانزده,capital
2103024740,پارک محلی کوی مخابرات محله ابر,0,15 منطقه پانزده,capital
2103024741,احداث محوطه چندمنظوره اطراف پارکینگ مسجد محله سمسور- محله سفلی,0,15 منطقه پانزده,capital
2103024746,ساماندهی محور اصلی ورودی محله قلعه برتیانچی - بلوار آب تا معراج,5000000000,15 منطقه پانزده,capital
2103024749,احداث محوطه چندمنظوره مجاور مسجد محله قلعه برتیانچی,0,15 منطقه پانزده,capital
21040101,مشارکت در تملک یا احداث طرح چشمه های نورانی,0,15 منطقه پانزده,capital
2104010101,مشارکت در تملک یا احداث طرح چشمه های نورانی,0,15 منطقه پانزده,capital
2104010102,احداث فانوس نورانی بوستان کوثر,0,15 منطقه پانزده,capital
2104010103,مشارکت در تملک یا احداث طرح چشمه های نورانی-حسینیه و مسجد الزهرا (س),0,15 منطقه پانزده,capital
2104010104,مشارکت در تملک یا احداث طرح چشمه های نورانی-مسجد الرسول (ص),0,15 منطقه پانزده,capital
21040102,مشارکت در احداث ورزشگاه کنگاز,10000000000,15 منطقه پانزده,capital
2104010201,مشارکت در احداث ورزشگاه کنگاز,10000000000,15 منطقه پانزده,capital
22010001,خرید ماشین آلات و وسایل نقلیه,6500000000,15 منطقه پانزده,capital
2201000101,خرید ماشین آلات و وسایل نقلیه,6500000000,15 منطقه پانزده,capital
22020002,تجهیزات اداری,1070000000,15 منطقه پانزده,capital
2202000201,تجهیزات اداری,1070000000,15 منطقه پانزده,capital
22020003,تجهیزات رایانه ای,4960000000,15 منطقه پانزده,capital
2202000301,تجهیزات رایانه ای,4960000000,15 منطقه پانزده,capital
22030001,تجهیزات حفاظتی، ارتباطی و بی سیم,220000000,15 منطقه پانزده,capital
2203000101,تجهیزات حفاظتی، ارتباطی و بی سیم,220000000,15 منطقه پانزده,capital
22090001,لوازم فنی و تجهیزات,1850000000,15 منطقه پانزده,capital
2209000101,لوازم فنی و تجهیزات,1750000000,15 منطقه پانزده,capital
2209000105,تجهیزات پایگاه پشتیبانی و مدیریت بحران,100000000,15 منطقه پانزده,capital
